tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,threshold,recovery,direction,total_n
475.0,0.05959255921191547,0.04386125419046652,-0.026375499001398912,0.14556061742522985,204.0,-0.02704072165420072,0.06892183871910881,-0.16212752554365398,0.10804608223525254,EUR_USD,7,35,2,long,679
238.0,0.10230993898523096,0.06212972504160952,-0.01946432209632369,0.2240842000667856,103.0,-0.0452635655008486,0.09733687120687577,-0.2360438330663251,0.1455167020646279,EUR_USD,7,35,3,long,341
114.0,0.08201988490278106,0.08883133442761577,-0.09208953057534586,0.256129300380908,50.0,-0.03510977368717825,0.1387278760678461,-0.3070164107801566,0.2367968634058001,EUR_USD,7,35,4,long,164
224.0,-0.049731111277110156,0.06423632431199008,-0.17563430692861073,0.07617208437439041,97.0,-0.0009591964969655816,0.09705114169602837,-0.19117943422118117,0.18926104122725002,EUR_USD,7,20,1,short,321
114.0,0.0039769413309908705,0.09068225794413491,-0.17376028423951356,0.18171416690149528,49.0,-0.10130989061668559,0.13418332650515782,-0.36430921056679494,0.16168942933342373,EUR_USD,7,20,2,short,163
49.0,-0.06709933582462697,0.1432828761032167,-0.3479337729869317,0.21373510133767776,21.0,0.10130365862045237,0.20824428510268267,-0.3068551401808057,0.5094624574217104,EUR_USD,7,20,3,short,70
19.0,0.15789473684210525,0.23274559932318592,-0.29828663783133913,0.6140761115155496,9.0,0.11111111111111234,0.35136418446315365,-0.5775626904366687,0.7997849126588935,EUR_USD,7,20,4,short,28
408.0,0.07506388673582882,0.04775963704096636,-0.01854500186446524,0.1686727753361229,176.0,0.0013007820312565634,0.0732419957259018,-0.14225352959151097,0.14485509365402408,EUR_USD,7,25,1,short,584
212.0,0.07037841063660008,0.06661026821407415,-0.06017771506298525,0.2009345363361854,91.0,0.014392360971428698,0.10086533601075524,-0.18330369760965157,0.21208841955250898,EUR_USD,7,25,2,short,303
96.0,0.051080340916280005,0.10168177505468089,-0.14821593819089454,0.25037662002345457,42.0,0.11296517373826045,0.1490855150889488,-0.17924243583607916,0.4051727833126001,EUR_USD,7,25,3,short,138
46.0,0.2031807773244609,0.14449803653260865,-0.08003537427945204,0.48639692892837383,21.0,-0.17151658944790635,0.21569791466531346,-0.5942845021919207,0.251251323296108,EUR_USD,7,25,4,short,67
639.0,0.03794436028444665,0.03824024433748913,-0.03700651861703203,0.11289523918592534,274.0,-0.00931810873207596,0.05900359671487532,-0.12496515829323158,0.10632894082907966,EUR_USD,7,30,1,short,913
336.0,0.03577159790945122,0.05278264062272923,-0.06768237771109806,0.1392255735300005,144.0,-0.0851629481990794,0.08038699725546525,-0.2427214628197913,0.07239556642163249,EUR_USD,7,30,2,short,480
167.0,-0.05776466472750196,0.0758635057638932,-0.20645713602473262,0.09092780656972868,72.0,-0.04781901130973013,0.1147033562640801,-0.27263758958732714,0.17699956696786687,EUR_USD,7,30,3,short,239
79.0,0.08282047751170361,0.10941494324869196,-0.13163281125573262,0.2972737662791398,34.0,-0.21309752664532847,0.16552644159901192,-0.5375293521793918,0.11133429888873489,EUR_USD,7,30,4,short,113
912.0,0.04403108227292957,0.0319205399411381,-0.01853317601170111,0.10659534055756024,392.0,-0.0010002255201919164,0.048797363794024544,-0.09664305855648002,0.0946426075160962,EUR_USD,7,35,1,short,1304
463.0,0.01412049168386195,0.045019922692022846,-0.07411855679250283,0.10235954016022673,199.0,-0.07302945500612569,0.06767039048691786,-0.20566342036048468,0.05960451034823332,EUR_USD,7,35,2,short,662
223.0,-0.06857463481313686,0.0656292977374051,-0.19720805837845085,0.06005878875217713,96.0,-0.03309442030774181,0.09781133735338918,-0.2248046415203846,0.15861580090490096,EUR_USD,7,35,3,short,319
107.0,0.07912503946465521,0.09304165642925302,-0.1032366071366807,0.2614866860659911,47.0,-0.21959927208432706,0.1333694825395092,-0.48100345786176507,0.04180491369311096,EUR_USD,7,35,4,short,154
16.0,0.20130880759044165,0.23878753746143577,-0.26671476583397247,0.6693323810148557,7.0,0.9999999999999984,1.6020109916353854e-15,0.9999999999999953,1.0000000000000016,EUR_USD,14,20,1,long,23
4.0,-0.5,0.5,-1.48,0.48,3.0,0.3333333333333333,0.6666666666666667,-0.9733333333333336,1.6400000000000001,EUR_USD,14,20,2,long,7
